,Unnamed: 0,user_id,book_id,rating,goodreads_book_id,tag_id,count,genre_x,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
6409,6409,28600,6424,4,17377032,26138,415,romance,24167516,15,,,R.K. Lilley,2013.0,,"Bad Things (Tristan & Danika, #1)",eng,4.33,27420,27727,2173,364,828,3154,8454,14927,https://images.gr-assets.com/books/1364053596m/17377032.jpg
6419,6419,2625,6434,3,9462775,26138,197,romance,7269956,12,61976792,9780000000000.0,Maureen Johnson,2011.0,The Last Little Blue Envelope,"The Last Little Blue Envelope (Little Blue Envelope, #2)",en-US,3.86,19275,20354,1499,329,1224,5321,7518,5962,https://images.gr-assets.com/books/1288297853m/9462775.jpg
6449,6449,7406,6464,2,16045855,26138,327,romance,21824493,5,,,Lacey Weatherford,2012.0,,"Crush (Crush, #1)",en-GB,3.97,22025,22126,1274,557,1188,4549,7893,7939,https://images.gr-assets.com/books/1348535295m/16045855.jpg
6451,6451,9768,6466,3,15777621,26138,213,romance,21490415,28,374351384,9780000000000.0,Leila Sales,2013.0,This Song Will Save Your Life,This Song Will Save Your Life,eng,3.95,19947,21486,3166,642,1250,4432,7397,7765,https://images.gr-assets.com/books/1362753915m/15777621.jpg
6455,6455,25684,6470,5,13406425,26138,174,romance,15571673,28,1442440759,9780000000000.0,"Jenny Han, Siobhan Vivian",2012.0,Burn for Burn,"Burn for Burn (Burn for Burn, #1)",eng,3.87,18772,20309,2722,423,1203,4987,7748,5948,https://images.gr-assets.com/books/1332791803m/13406425.jpg
6461,6461,9724,6476,5,5082599,26138,1041,romance,5149317,28,425226743,9780000000000.0,Julie James,2009.0,Practice Makes Perfect,Practice Makes Perfect (Berkley Sensation),eng,3.99,23783,24925,1410,402,1108,5245,9630,8540,https://images.gr-assets.com/books/1342552769m/5082599.jpg
6479,6479,8703,6494,3,8419428,26138,455,romance,11164541,26,425240169,9780000000000.0,Julie James,2011.0,A Lot Like Love,"A Lot like Love (FBI/US Attorney, #2)",eng,4.09,23883,25695,1371,180,768,4815,10805,9127,https://images.gr-assets.com/books/1284384506m/8419428.jpg
6488,6488,415,6503,3,82780,26138,101,romance,2161186,27,439498821,9780000000000.0,Jaclyn Moriarty,2003.0,Finding Cassie Crazy,"The Year of Secret Assignments (Ashbury/Brookfield, #2)",eng,3.9,16357,17921,837,317,1264,4301,6010,6029,https://images.gr-assets.com/books/1388634474m/82780.jpg
6490,6490,247,6505,4,95693,26138,499,romance,1298683,143,553280511,9780000000000.0,L.M. Montgomery,1926.0,The Blue Castle,The Blue Castle ,en-US,4.23,18190,20815,2672,260,672,3209,6627,10047,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6491,6491,1462,6506,4,4279056,26138,112,romance,4326592,73,7284977,9780000000000.0,Cecelia Ahern,2008.0,The Gift,The Gift,en-GB,3.68,15310,18442,1337,509,1792,5482,5902,4757,https://images.gr-assets.com/books/1286019892m/4279056.jpg
6510,6510,14142,6525,4,13560262,26138,225,romance,19134343,8,1481060953,9780000000000.0,K.A. Linde,2012.0,,"Avoiding Responsibility (Avoiding, #2)",en-US,4.07,22024,22706,1539,460,1102,3937,8011,9196,https://images.gr-assets.com/books/1351018683m/13560262.jpg
6513,6513,885,6528,3,143761,26138,29,romance,4083744,40,778322955,9780000000000.0,Debbie Macomber,2005.0,A Good Yarn,"A Good Yarn (Blossom Street, #2)",en-US,4.11,16467,17712,920,103,452,3636,6671,6850,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6525,6525,10832,6540,4,7491418,26138,713,romance,7366229,43,312605390,9780000000000.0,Lisa Kleypas,2010.0,Love in the Afternoon,"Love in the Afternoon (The Hathaways, #5)",eng,4.2,24803,26793,1421,114,665,4348,10238,11428,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6527,6527,23152,6542,5,14165516,26138,625,romance,19804206,43,,,Jennifer Probst,2012.0,The Marriage Trap,"The Marriage Trap (Marriage to a Billionaire, #2)",eng,3.9,23655,26010,1242,255,1326,6654,10298,7477,https://images.gr-assets.com/books/1346736227m/14165516.jpg
6535,6535,13343,6550,5,9424367,26138,150,romance,14308787,24,1596435704,9780000000000.0,Caragh M. O'Brien,2011.0,Prized,"Prized (Birthmarked, #2)",en-US,3.99,19328,20795,1717,305,1011,4401,7958,7120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6537,6537,1302,6552,3,14964,26138,57,romance,3356743,47,316059854,9780000000000.0,Anita Shreve,2007.0,Body Surfing,Body Surfing,en-US,3.31,15041,16343,1661,439,2313,7075,4820,1696,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6545,6545,17246,6560,4,22454958,26138,159,romance,27676857,34,099050560X,9780000000000.0,Meredith Wild,2014.0,Hardline,"Hardline (Hacker, #3)",eng,4.26,7246,17804,808,166,508,2565,5905,8660,https://images.gr-assets.com/books/1402463128m/22454958.jpg
6547,6547,17088,6562,4,11512688,1691,82,action,16448834,11,545298415,9780000000000.0,Peter Lerangis,2012.0,,"The Dead of Night (The 39 Clues: Cahills vs. Vespers, #3)",eng,4.16,15394,15648,269,279,577,3018,4225,7549,https://images.gr-assets.com/books/1331686275m/11512688.jpg
6574,6574,370,6589,4,41710,1691,262,action,3132229,66,425197387,9780000000000.0,Clive Cussler,1974.0,Iceberg,"Iceberg (Dirk Pitt, #3)",eng,3.83,16195,17357,366,141,863,5131,6881,4341,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6592,6592,925,6607,2,31491,26138,45,romance,2337578,271,451530306,9780000000000.0,"D.H. Lawrence, Daphne Merkin",1915.0,The Rainbow,The Rainbow,eng,3.67,14044,15668,550,625,1454,4322,5313,3954,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6593,6593,2092,6608,5,35805,1691,98,action,35731,52,439405572,9780000000000.0,Kathryn Lasky,2003.0,The Capture,"The Capture (Guardians of Ga'Hoole, #1)",eng,3.88,18830,20258,1296,511,1355,4938,6622,6832,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6626,6626,16035,6641,5,7405450,26138,694,romance,9315103,9,1849234752,9780000000000.0,Kristen Ashley,2009.0,Rock Chick Rescue,"Rock Chick Rescue (Rock Chick, #2)",eng,4.31,26661,29670,1792,133,645,3783,10444,14665,https://images.gr-assets.com/books/1416398897m/7405450.jpg
6628,6628,2294,6643,5,3223761,26138,29,romance,3257851,19,316002569,9780000000000.0,Wendy Mass,2008.0,Every Soul A Star,Every Soul a Star,eng,4.1,17282,18138,1653,256,777,3362,6237,7506,https://images.gr-assets.com/books/1330221785m/3223761.jpg
6642,6642,32674,6657,5,18285151,26138,552,romance,25463804,11,,,Jay McLean,2013.0,,"More Than This (More Than, #1)",eng,4.15,23670,27575,2590,675,1217,3956,9065,12662,https://images.gr-assets.com/books/1375710763m/18285151.jpg
6664,6664,1207,6679,4,9680114,26138,125,romance,14568028,53,1455503061,9780000000000.0,Julianna Baggott,2012.0,Pure,"Pure (Pure, #1)",en-US,3.74,18778,21222,3024,787,1694,5346,7715,5680,https://images.gr-assets.com/books/1302743156m/9680114.jpg
6685,6685,37515,6700,5,18211536,26138,382,romance,25633433,25,,,Abbi Glines,2014.0,"Rush Too Far (Too Far, #4)","Rush Too Far (Rosemary Beach, #4; Too Far, #4)",eng,4.25,25432,26759,1816,296,905,3845,8607,13106,https://images.gr-assets.com/books/1393569509m/18211536.jpg
6695,6695,11913,6710,4,8354134,26138,27,romance,13207578,14,375866671,9780000000000.0,Wendelin Van Draanen,2011.0,,The Running Dream,eng,4.3,17061,18023,2833,187,472,2234,5990,9140,https://images.gr-assets.com/books/1333577959m/8354134.jpg
6696,6696,28116,6711,5,17317675,26138,295,romance,23986486,12,,,C.J. Roberts,2013.0,,"Epilogue (The Dark Duet, #3)",en-GB,4.29,24750,24986,2423,341,828,3295,7271,13251,https://images.gr-assets.com/books/1360713467m/17317675.jpg
6703,6703,13261,6718,5,905885,26138,104,romance,891031,19,340841125,9780000000000.0,Alexandra Potter,2006.0,Be Careful What You Wish For,Be Careful What You Wish For,en-GB,3.75,12698,13633,267,371,1147,3987,4111,4017,https://images.gr-assets.com/books/1415581652m/905885.jpg
6707,6707,25443,6722,4,10596724,26138,129,romance,15504353,19,1250024633,9780000000000.0,Ann Aguirre,2013.0,Horde,"Horde (Razorland, #3)",en-CA,4.28,17422,18993,1822,196,520,2548,6277,9452,https://images.gr-assets.com/books/1362287692m/10596724.jpg
6708,6708,3008,6723,1,1476261,26138,34,romance,1570261,48,1905490208,9780000000000.0,Rajaa Alsanea,2005.0,بنات الرياض,Girls of Riyadh,eng,3.17,8200,14368,1960,1424,2337,4790,3940,1877,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6717,6717,207,6732,4,388223,1691,58,action,377847,88,3704313173,9780000000000.0,Alexandre Dumas,1862.0,"Robin Hood, le prince des voleurs","Robin Hood, The Prince of Thieves",eng,4.0,14710,15152,135,124,627,3724,5374,5303,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6722,6722,21003,6737,2,27070127,26138,150,romance,46190740,37,804141266,9780000000000.0,Anne Tyler,2016.0,Vinegar Girl,Vinegar Girl,eng,3.42,13216,16917,3369,458,1928,6605,5909,2017,https://images.gr-assets.com/books/1471553735m/27070127.jpg
6724,6724,24977,6739,4,15742039,26138,329,romance,21429192,15,,9780000000000.0,Kristen Ashley,2012.0,Breathe,"Breathe (Colorado Mountain, #4)",eng,4.38,26589,29264,1877,210,582,3080,9477,15915,https://images.gr-assets.com/books/1486770372m/15742039.jpg
6726,6726,5865,6741,4,105574,26138,1413,romance,101766,60,60562536,9780000000000.0,Lisa Kleypas,2006.0,Scandal in Spring,"Scandal in Spring (Wallflowers, #4)",en-US,4.02,25262,27645,1296,130,967,6172,11250,9126,https://images.gr-assets.com/books/1452549904m/105574.jpg
6742,6742,8749,6757,3,217433,26138,9,romance,210514,33,449226352,9780000000000.0,Kristin Hannah,1996.0,Home Again,Home Again,eng,3.95,13791,15526,774,218,822,3593,5765,5128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6746,6746,610,6761,3,230003,26138,775,romance,1579898,71,515142905,9780000000000.0,Nora Roberts,1996.0,Daring to Dream,"Daring to Dream (Dream Trilogy, #1)",eng,4.01,18952,20843,440,152,867,4936,7471,7417,https://images.gr-assets.com/books/1309200789m/230003.jpg
6758,6758,7903,6773,2,12383869,26138,217,romance,17364649,20,1442409096,9780000000000.0,Lauren DeStefano,2013.0,Sever,"Sever (The Chemical Garden, #3)",eng,3.8,21349,22665,2436,578,1845,5823,7688,6731,https://images.gr-assets.com/books/1343168408m/12383869.jpg
6763,6763,4386,6778,5,1027760,1691,4,action,1092326,23,670446149,9780000000000.0,Ludwig Bemelmans,1956.0,Madeline and the Bad Hat,Madeline and the Bad Hat,en-US,4.27,16180,16295,118,158,479,2813,4189,8656,https://images.gr-assets.com/books/1355497395m/1027760.jpg
6774,6774,11401,6789,5,2761356,26138,672,romance,2787065,9,1419953249,9780000000000.0,Katherine Allred,2005.0,The Sweet Gum Tree,The Sweet Gum Tree,eng,4.3,22577,24313,2874,460,788,2815,7197,13053,https://images.gr-assets.com/books/1367119561m/2761356.jpg
6779,6779,3470,6794,3,1291211,1540,67,action,2164115,31,340881542,9780000000000.0,Robert Muchamore,2004.0,Class A (Cherub #2),"Class A (Cherub, #2)",en-US,4.26,14299,15638,630,92,374,2254,5496,7422,https://images.gr-assets.com/books/1356698938m/1291211.jpg
6788,6788,24663,6803,5,15828714,26138,356,romance,21562220,13,,,Abbi Glines,2013.0,Sometimes It Lasts,"Sometimes It Lasts (Sea Breeze, #5)",eng,4.28,23166,23907,1347,156,565,3288,8224,11674,https://images.gr-assets.com/books/1415292563m/15828714.jpg
6791,6791,605,6806,3,48183,26138,20,romance,1650770,30,446675059,9780000000000.0,Billie Letts,1998.0,The Honk and Holler Opening Soon,The Honk and Holler Opening Soon,en-US,3.93,16487,17033,613,140,711,4309,6935,4938,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6804,6804,20339,6819,4,11256293,26138,10,romance,15779085,4,9380349300,9790000000000.0,Preeti Shenoy,2011.0,"Life is What You Make It: A Story of Love, Hope and How Determination Can Overcome Even Destiny","Life is What You Make It: A Story of Love, Hope and How Determination Can Overcome Even Destiny",eng,3.54,11292,12361,764,519,1385,3882,4080,2495,https://images.gr-assets.com/books/1308754493m/11256293.jpg
6821,6821,2817,6836,3,129617,26138,666,romance,1391556,41,743474171,9780000000000.0,Judith McNaught,1993.0,Perfect,"Perfect (Second Opportunities, #2)",eng,4.3,18498,19549,684,161,593,2714,5867,10214,https://images.gr-assets.com/books/1403442859m/129617.jpg
6828,6828,2211,6843,5,25114548,26138,123,romance,44808971,27,145558116X,9780000000000.0,Sandra Brown,2015.0,Friction,Friction,en-CA,3.93,9969,15167,1289,254,791,3340,6105,4677,https://images.gr-assets.com/books/1434044640m/25114548.jpg
6834,6834,34029,6849,5,22669832,26138,282,romance,42172145,17,,9780000000000.0,Kim Holden,2014.0,,"Bright Side (Bright Side, #1)",eng,4.42,17046,22613,4351,428,772,2094,4911,14408,https://images.gr-assets.com/books/1404654413m/22669832.jpg
6844,6844,3470,6859,4,1303564,1540,61,action,1292766,24,340884355,9780000000000.0,Robert Muchamore,2005.0,Maximum Security (Cherub #3),"Maximum Security (Cherub, #3)",eng,4.24,14860,15719,426,76,408,2436,5552,7247,https://images.gr-assets.com/books/1357225650m/1303564.jpg
6866,6866,37566,6881,5,17228280,26138,413,romance,23741757,14,,,Elizabeth Eulberg,2014.0,Better Off Friends,Better off Friends,eng,3.95,15692,19201,2613,403,1126,4219,6786,6667,https://images.gr-assets.com/books/1386372561m/17228280.jpg
6874,6874,142,6889,5,2137,26138,39,romance,1216429,64,312424086,9780000000000.0,Michael Cunningham,1990.0,A Home at the End of the World,A Home at the End of the World,en-US,3.89,13228,14967,780,256,896,3615,5657,4543,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6882,6882,48560,6897,5,26224667,26138,381,romance,46209108,11,,,Jana Aston,2015.0,Wrong,"Wrong (Wrong, #1)",eng,3.94,14596,21374,2184,641,1303,4316,7507,7607,https://images.gr-assets.com/books/1443007627m/26224667.jpg
6885,6885,47728,6900,2,29519517,26138,459,romance,49812105,15,1682305066,9780000000000.0,Erin Watt,2016.0,Twisted Palace,"Twisted Palace (The Royals, #3)",eng,4.0,16342,20463,2351,394,1244,4026,7107,7692,https://images.gr-assets.com/books/1474992523m/29519517.jpg
6889,6889,38379,6904,5,24504274,26138,499,romance,44100912,16,993800130,9780000000000.0,Helena Hunting,2015.0,,"Pucked (Pucked, #1)",eng,4.05,20014,25485,3091,719,1331,4291,8832,10312,https://images.gr-assets.com/books/1429896314m/24504274.jpg
6900,6900,1948,6915,4,71864,1691,74,action,79752,58,439829119,9780000000000.0,John Marsden,1994.0,The Dead of the Night,"The Dead of Night (Tomorrow, #2)",eng,4.13,15240,17279,607,69,399,3095,7410,6306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6910,6910,4258,6925,3,13069935,26138,200,romance,18236079,13,316194689,9780000000000.0,A.S. King,2012.0,Ask the Passengers,Ask the Passengers,en-US,3.88,17896,18978,2325,532,1180,4270,6966,6030,https://images.gr-assets.com/books/1371850438m/13069935.jpg
6912,6912,4905,6927,4,261689,26138,1016,romance,3234291,64,99465639,9780000000000.0,Georgette Heyer,1950.0,The Grand Sophy,The Grand Sophy,eng,4.16,16282,18859,2284,198,559,2989,7328,7785,https://images.gr-assets.com/books/1414731822m/261689.jpg
6915,6915,32565,6930,5,18076876,26138,431,romance,25382416,16,,,Joanna Wylde,2014.0,Reaper's Legacy,"Reaper's Legacy (Reapers MC, #2)",eng,4.27,28046,29069,2182,187,636,3801,10867,13578,https://images.gr-assets.com/books/1373565326m/18076876.jpg
6927,6927,3340,6942,4,2003767,26138,645,romance,3353247,70,399154914,9780000000000.0,Nora Roberts,2008.0,Tribute,Tribute,eng,3.92,18811,20535,1003,175,981,5464,7694,6221,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6928,6928,3231,6943,4,46012,26138,375,romance,4083740,58,739420232,9780000000000.0,Debbie Macomber,2001.0,16 Lighthouse Road,"16 Lighthouse Road (Cedar Cove, #1)",eng,4.08,9938,17930,1100,222,617,3654,6444,6993,https://images.gr-assets.com/books/1388881732m/46012.jpg
6933,6933,22571,6948,3,17349163,26138,96,romance,24034602,24,62200461,9780000000000.0,Joanna Trollope,2013.0,Sense & Sensibility,"Sense & Sensibility (The Austen Project, #1)",eng,3.55,11346,12379,1028,824,1443,3346,3651,3115,https://images.gr-assets.com/books/1363291870m/17349163.jpg
6945,6945,23854,6960,5,13640229,26138,484,romance,19254508,8,,9780000000000.0,Kristen Ashley,2012.0,Creed,"Creed (Unfinished Hero, #2)",eng,4.17,26696,28929,1826,381,1125,4594,9929,12900,https://images.gr-assets.com/books/1347468402m/13640229.jpg
6955,6955,1903,6970,2,815150,26138,858,romance,1676569,38,044024417X,9780000000000.0,Karen Marie Moning,2000.0,The Highlander's Touch ,"The Highlander's Touch (Highlander, #3)",eng,4.15,22072,25398,1050,178,827,4756,9010,10627,https://images.gr-assets.com/books/1257330461m/815150.jpg
6959,6959,27443,6974,4,18461986,26138,651,romance,26116275,29,,,Kylie Scott,2015.0,Deep,"Deep (Stage Dive, #4)",eng,4.09,25588,28007,2624,261,1124,5168,10658,10796,https://images.gr-assets.com/books/1397676461m/18461986.jpg
6964,6964,5225,6979,4,60223,26138,641,romance,58587,28,60009241,9780000000000.0,Rachel Gibson,2003.0,See Jane Score,"See Jane Score (Chinooks Hockey Team, #2)",eng,4.06,20770,21808,656,200,835,4391,8442,7940,https://images.gr-assets.com/books/1330265531m/60223.jpg
6968,6968,16189,6983,5,9279734,26138,404,romance,14161759,15,,,Elizabeth Reyes,2010.0,Forever Mine ,"Forever Mine (The Moreno Brothers, #1)",en-GB,3.88,18346,22383,1018,631,1440,5223,7815,7274,https://images.gr-assets.com/books/1327166807m/9279734.jpg
6974,6974,1842,6989,4,20801166,26138,486,romance,40145315,22,1250061776,9780000000000.0,Sandy   Hall,2014.0,A Little Something Different,A Little Something Different,eng,3.65,14206,16719,3118,733,1571,4722,5545,4148,https://images.gr-assets.com/books/1396394307m/20801166.jpg
6978,6978,17441,6993,3,22151696,26138,96,romance,41496977,6,1449461077,9780000000000.0,Lang Leav,2014.0,,Lullabies,eng,4.05,14539,14763,1172,582,893,2413,4236,6639,https://images.gr-assets.com/books/1404192714m/22151696.jpg
6979,6979,610,6994,3,114203,26138,653,romance,1461362,69,515137111,9780000000000.0,Nora Roberts,2003.0,Birthright,Birthright,eng,3.99,19024,20503,625,166,876,4932,7596,6933,https://images.gr-assets.com/books/1309282307m/114203.jpg
6990,6990,16035,7005,5,9799572,26138,628,romance,14689744,6,1453720693,9780000000000.0,Kristen Ashley,2010.0,,"Rock Chick Redemption (Rock Chick, #3)",en-GB,4.43,25766,28315,1502,110,324,2717,9326,15838,https://images.gr-assets.com/books/1409609236m/9799572.jpg
6998,6998,13683,7013,3,12663646,26138,149,romance,17778132,13,62124366,9780000000000.0,Lauren Oliver,2011.0,Hana,"Hana (Delirium, #1.5)",eng,3.63,20107,21357,1886,286,1918,7603,7063,4487,https://images.gr-assets.com/books/1324106918m/12663646.jpg
7009,7009,504,7025,5,26506,26138,136,romance,1008958,52,385340222,9780000000000.0,Danielle Steel,2007.0,Sisters,Sisters,eng,3.81,13621,14641,1065,482,1125,3697,4715,4622,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7036,7036,466,7052,3,130916,26138,15,romance,126092,38,60598328,9780000000000.0,Patricia Gaffney,1999.0,The Saving Graces,The Saving Graces,en-US,3.78,13969,14327,663,196,840,4437,5283,3571,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7042,7042,2817,7058,2,251964,26138,443,romance,766654,18,60727217,9780000000000.0,Jude Deveraux,1980.0,The Black Lyon,"The Black Lyon (Montgomery/Taggert, #1)",eng,3.99,14456,15837,329,380,847,3437,5036,6137,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7045,7045,29263,7061,4,17831617,26138,398,romance,24948174,20,,,Christina Lauren,2013.0,Beautiful Bombshell,"Beautiful Bombshell (Beautiful Bastard, #2.5)",en-US,4.06,23755,24452,1185,232,1103,4985,8767,9365,https://images.gr-assets.com/books/1373436923m/17831617.jpg
