,Unnamed: 0,user_id,book_id,rating,goodreads_book_id,tag_id,count,genre_x,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
6565,6565,8239,6580,5,6193821,20939,919,mystery,6374255,36,039915597X,9780000000000.0,Sue Grafton,2009.0,U Is for Undertow,"U Is for Undertow (Kinsey Millhone, #21)",en-US,3.93,18716,21416,2124,105,604,5579,9594,5534,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6569,6569,7507,6584,4,11981168,20939,230,mystery,16792070,15,,,Paul Pilkington,2011.0,,"The One You Love (Emma Holden Suspense Mystery, #1)",eng,3.39,7175,15091,1241,871,2132,5011,4415,2662,https://images.gr-assets.com/books/1328103463m/11981168.jpg
6570,6570,2464,6585,4,109367,20939,609,mystery,1097441,50,425204189,9780000000000.0,J.D. Robb,2005.0,"Survivor in Death (In Death, #20)","Survivor In Death (In Death, #20)",en-US,4.38,19512,21465,596,58,246,2509,7396,11256,https://images.gr-assets.com/books/1298296888m/109367.jpg
6579,6579,1362,6594,4,25365,20939,312,mystery,849266,53,1400078377,9780000000000.0,"Natsuo Kirino, Stephen Snyder",1997.0,Out  アウト,Out,eng,3.93,14795,17053,1898,302,934,3617,7038,5162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6595,6595,2808,6610,3,410445,20939,871,mystery,3082377,47,399154485,9780000000000.0,Sue Grafton,2007.0,T is for Trespass ,"T is for Trespass (Kinsey Millhone, #20)",en-US,3.91,18582,20491,1529,153,680,5324,8941,5393,https://images.gr-assets.com/books/1266546923m/410445.jpg
6604,6604,370,6619,3,272264,20939,326,mystery,745050,34,340739304,9780000000000.0,Iris Johansen,1998.0,The Face Of Deception,"The Face Of Deception (Eve Duncan, #1)",eng,4.07,17235,18852,654,205,629,3884,7133,7001,https://images.gr-assets.com/books/1314902854m/272264.jpg
6606,6606,9080,6621,4,20312459,20939,175,mystery,28147218,16,1616203048,9780000000000.0,Tim Johnston,2015.0,Descent,Descent,eng,3.59,11443,14549,2099,538,1454,4206,5611,2740,https://images.gr-assets.com/books/1410170967m/20312459.jpg
6608,6608,9270,6623,1,12982393,20939,304,mystery,18141649,34,316097772,9780000000000.0,Megan Abbott,2012.0,Dare Me,Dare Me,eng,3.23,15618,17353,2684,1154,3070,5956,4930,2243,https://images.gr-assets.com/books/1342214694m/12982393.jpg
6612,6612,1450,6627,3,7432,20939,988,mystery,1751542,27,312426216,9780000000000.0,Jacqueline Winspear,2005.0,Pardonable Lies,"Pardonable Lies (Maisie Dobbs, #3)",en-US,4.09,17947,19200,1418,76,343,3487,9191,6103,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6623,6623,35098,6638,5,17333277,20939,124,mystery,24064581,39,316210900,9780000000000.0,James Patterson,2013.0,Cross My Heart,"Cross My Heart (Alex Cross, #21)",eng,4.03,10946,15802,1665,261,712,3132,5931,5766,https://images.gr-assets.com/books/1410755815m/17333277.jpg
6631,6631,9362,6646,5,24631990,20939,161,mystery,44077500,27,,,Angela Marsons,2015.0,Silent Scream,"Silent Scream (D.I. Kim Stone, #1)",eng,4.02,9547,17965,1549,355,772,3390,7036,6412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6640,6640,8762,6655,4,8112318,20939,110,mystery,12907434,18,316002585,9780000000000.0,Wendy Mass,2010.0,,"The Candymakers (The Candymakers, #1)",eng,4.31,15780,16996,1521,217,525,2149,5017,9088,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6645,6645,12072,6660,3,9838800,20939,404,mystery,14729522,55,399256504,9780000000000.0,Harlan Coben,2011.0,Shelter,"Shelter (Mickey Bolitar, #1)",eng,3.92,9081,17190,1992,227,808,4130,6911,5114,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6657,6657,3041,6672,4,7520,30358,162,suspense,10636,28,141651631X,9780000000000.0,Brad Thor,2003.0,Path of the Assassin,"Path of the Assassin (Scot Harvath, #2)",eng,4.17,12652,15324,493,103,388,2445,6327,6061,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6669,6669,46,6684,5,16326,20939,1172,mystery,820002,179,000711933X,9780000000000.0,Agatha Christie,1935.0,Death in the Clouds,"Death in the Clouds (Hercule Poirot, #12)",eng,3.78,17308,20651,862,120,1032,6644,8256,4599,https://images.gr-assets.com/books/1308808359m/16326.jpg
6670,6670,6962,6685,5,7313444,30358,124,suspense,8814805,28,1416586598,9780000000000.0,Brad Thor,2010.0,Foreign Influence,"Foreign Influence (Scot Harvath, #9)",en-US,4.24,13392,15033,462,124,302,2106,5874,6627,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6671,6671,4063,6686,2,2197227,20939,329,mystery,2262692,57,446580295,9780000000000.0,"Douglas Preston, Lincoln Child",2009.0,Cemetery Dance,"Cemetery Dance (Pendergast, #9)",eng,4.0,16120,18494,1042,138,658,4051,7897,5750,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6679,6679,30013,6694,3,25613617,20939,172,mystery,45424865,37,1784751995,9780000000000.0,"James Patterson, Maxine Paetro",2016.0,15th Affair,15th Affair (Women's Murder Club #15),eng,4.04,11112,17768,1502,166,717,3535,7124,6226,https://images.gr-assets.com/books/1444918177m/25613617.jpg
6683,6683,43145,6698,5,18667817,20939,196,mystery,26493480,18,399162380,9780000000000.0,John Sandford,2014.0,,"Field of Prey (Lucas Davenport, #24)",eng,4.22,10919,15882,1405,114,318,2161,6713,6576,https://images.gr-assets.com/books/1382035214m/18667817.jpg
6684,6684,11112,6699,5,26154406,20939,308,mystery,45670644,14,1451686633,9780000000000.0,Lisa Lutz,2016.0,The Passenger,The Passenger,eng,3.71,13544,16824,2692,286,1112,5120,7067,3239,https://images.gr-assets.com/books/1456682660m/26154406.jpg
6690,6690,33114,6705,5,18296030,20939,636,mystery,18770689,24,1423175123,9780000000000.0,Jennifer L. Armentrout,2014.0,Don't Look Back,Don't Look Back,eng,4.11,11499,21777,3300,303,806,3789,8159,8720,https://images.gr-assets.com/books/1380803444m/18296030.jpg
6700,6700,647,6715,3,170651,20939,405,mystery,1961151,75,743484371,9780000000000.0,Mary Higgins Clark,1977.0,A Stranger Is Watching,A Stranger Is Watching,eng,3.91,15659,17151,314,110,674,4862,6469,5036,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6713,6713,370,6728,3,13157,20939,51,mystery,2513115,52,755300203,9780000000000.0,"James Patterson, Andrew Gross",2003.0,The Jester,The Jester,en-GB,3.79,15313,16688,913,701,1283,4104,5376,5224,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6725,6725,17069,6740,5,10305247,20939,446,mystery,7307773,59,1849163847,9780000000000.0,Peter  May,2009.0,The Black house,"The Blackhouse (Lewis Trilogy, #1)",eng,4.04,11745,16826,2026,182,608,3086,7369,5581,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6727,6727,647,6742,3,41490,20939,443,mystery,1080696,74,671004530,9780000000000.0,Mary Higgins Clark,2001.0,On the Street Where You Live,On the Street Where You Live,eng,3.85,16327,17412,599,142,817,5232,6480,4741,https://images.gr-assets.com/books/1341761800m/41490.jpg
6734,6734,9325,6749,5,6464094,20939,172,mystery,6654562,31,031604086X,9780000000000.0,"Pseudonymous Bosch, Gilbert Ford",2009.0,This Book Is Not Good for You,"This Book Is Not Good for You (Secret, #3)",en-US,4.29,16852,17789,642,195,446,2539,5489,9120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6747,6747,2464,6762,4,89160,20939,711,mystery,86053,53,425176304,9780000000000.0,"J.D. Robb, Nora Roberts",2000.0,Judgment in Death,"Judgment in Death (In Death, #11)",eng,4.33,21446,24449,620,60,274,3197,8979,11939,https://images.gr-assets.com/books/1390135645m/89160.jpg
6748,6748,2464,6763,4,74033,20939,644,mystery,425564,46,399154019,9780000000000.0,J.D. Robb,2007.0,"Innocent in Death (In Death, #24)","Innocent in Death (In Death, #24)",en-US,4.36,19210,21262,791,53,233,2636,7381,10959,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6752,6752,2496,6767,2,17834904,20939,1358,mystery,8586680,31,385344058,9780000000000.0,Alan Bradley,2014.0,The Dead in Their Vaulted Arches,"The Dead in Their Vaulted Arches (Flavia de Luce, #6)",eng,4.16,17789,20185,3032,123,473,3102,8869,7618,https://images.gr-assets.com/books/1432578235m/17834904.jpg
6754,6754,14143,6769,2,17860739,20939,378,mystery,25004628,24,316201642,9780000000000.0,"J.J. Abrams, Doug Dorst",2013.0,S.,S.,eng,3.84,12533,14029,2445,587,1098,3027,4636,4681,https://images.gr-assets.com/books/1378767595m/17860739.jpg
6762,6762,75,6777,5,89691,20939,92,mystery,1585061,48,316778508,9780000000000.0,Carolyn  Parkhurst,2003.0,The Dogs of Babel,The Dogs of Babel,eng,3.56,14966,16181,2072,697,1748,4870,5528,3338,https://images.gr-assets.com/books/1344269639m/89691.jpg
6771,6771,12218,6786,4,15733523,30358,55,suspense,21415013,12,9381626685,9790000000000.0,Ashwin Sanghi,2012.0,The Krishna Key,The Krishna Key,en-US,3.48,11563,12597,1261,502,1680,3968,4194,2253,https://images.gr-assets.com/books/1341289060m/15733523.jpg
6775,6775,5480,6790,3,840163,30358,44,suspense,1486254,26,042519518X,9780000000000.0,Dale Brown,1987.0,Flight Of The Old Dog,"Flight of the Old Dog (Patrick McLanahan, #1)",eng,4.08,13607,13884,113,144,504,2828,5006,5402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6781,6781,1300,6796,4,1747182,30358,152,suspense,1744887,45,752891634,9780000000000.0,Tami Hoag,2008.0,Deeper than the Dead,"Deeper Than the Dead (Oak Knoll, #1)",eng,4.04,14611,17541,1441,156,517,3519,7547,5802,https://images.gr-assets.com/books/1408930728m/1747182.jpg
6787,6787,752,6802,3,39796,20939,333,mystery,1503580,101,1400031567,9780000000000.0,"Henning Mankell, Steven T. Murray",1995.0,Villospår,"Sidetracked (Kurt Wallander, #5)",eng,4.05,13401,15721,658,133,374,2868,7499,4847,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6806,6806,3041,6821,4,206193,30358,124,suspense,2723482,20,743271181,9780000000000.0,Brad Thor,2006.0,Takedown,"Takedown (Scot Harvath, #5)",eng,4.26,13372,15051,306,117,299,2003,5771,6861,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6816,6816,45357,6831,5,18730158,30358,143,suspense,26600789,53,006232005X,9780000000000.0,Daniel Silva,2014.0,The Heist,"The Heist (Gabriel Allon, #14)",eng,4.11,10479,14660,1370,135,402,2573,6213,5337,https://images.gr-assets.com/books/1395614308m/18730158.jpg
6818,6818,158,6833,3,32456,30358,100,suspense,3047309,63,425214591,9780000000000.0,Dean Koontz,1984.0,Darkfall,Darkfall,en-US,3.8,15301,16501,387,184,991,5128,5784,4414,https://images.gr-assets.com/books/1308458183m/32456.jpg
6820,6820,1346,6835,5,394228,20939,687,mystery,859452,64,553384813,9780000000000.0,Elizabeth  George,1989.0,Well-Schooled in Murder,"Well-Schooled in Murder (Inspector Lynley, #3)",eng,4.11,16485,17851,439,122,350,3300,7834,6245,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6836,6836,6626,6851,3,13526026,30358,113,suspense,19086732,40,1455518379,9780000000000.0,Nelson DeMille,2012.0,The Panther,"The Panther  (John Corey, #6)",eng,3.93,11695,15009,1635,263,823,3300,5911,4712,https://images.gr-assets.com/books/1338763739m/13526026.jpg
6838,6838,4981,6853,5,140524,20926,121,mystery,135427,32,449208281,9780000000000.0,Dorothy Gilman,1966.0,The Unexpected Mrs. Pollifax,The Unexpected Mrs. Pollifax  (Mrs. Pollifax #1),eng,4.14,15666,17108,1251,133,422,3242,6481,6830,https://images.gr-assets.com/books/1407611607m/140524.jpg
6839,6839,1207,6854,3,17159011,20939,316,mystery,24152432,42,1455525839,9780000000000.0,"Douglas Preston, Lincoln Child",2013.0,White Fire,"White Fire (Pendergast, #13)",eng,4.07,12277,16014,1803,120,523,3007,6793,5571,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6843,6843,1180,6858,3,142079,20939,870,mystery,137034,52,425212696,9780000000000.0,Sue Grafton,2005.0,S is for Silence,"S is for Silence (Kinsey Millhone, #19)",eng,3.9,17879,19471,898,113,646,5365,8356,4991,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6854,6854,5838,6869,2,2579284,30358,94,suspense,2413310,35,393086925,9780000000000.0,James Grady,1974.0,Six Days of the Condor,Six Days of the Condor,eng,4.08,13779,14403,227,140,410,2849,5741,5263,https://images.gr-assets.com/books/1313011780m/2579284.jpg
6863,6863,24670,6878,5,13708346,20939,287,mystery,19194510,45,399157565,9780000000000.0,Patricia Cornwell,2012.0,The Bone Bed,"The Bone Bed (Kay Scarpetta, #20)",en-US,3.64,13557,17158,1732,500,1666,5337,5617,4038,https://images.gr-assets.com/books/1338860340m/13708346.jpg
6875,6875,9486,6890,5,15752115,20939,19,mystery,21446852,21,1401237770,9780000000000.0,"Scott Snyder, Greg Capullo, Jonathan Glapion, James Tynion IV, Rafael Albuquerque, Jason Fabok, Becky Cloonan, Andy Clarke, Sandu Florea",2013.0,"Batman, Volume 2: The City of Owls","Batman, Volume 2: The City of Owls",eng,4.26,13864,15395,720,63,350,2109,5857,7016,https://images.gr-assets.com/books/1342309403m/15752115.jpg
6888,6888,384,6903,5,93802,30358,196,suspense,1820072,55,141019085,9780000000000.0,Daniel Silva,2003.0,A Death In Vienna,"A Death in Vienna (Gabriel Allon, #4)",eng,4.17,12761,15709,706,59,262,2506,6999,5883,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6892,6892,2813,6907,3,10169662,20939,248,mystery,13723008,56,,9780000000000.0,Chevy Stevens,2011.0,Never Knowing,Never Knowing,eng,3.85,16178,18173,2489,373,1155,4452,7114,5079,https://images.gr-assets.com/books/1294615110m/10169662.jpg
6893,6893,1672,6908,3,31268,30358,180,suspense,680939,54,752858521,9780000000000.0,Robert Ludlum,1984.0,The Aquitaine Progression,The Aquitaine Progression,eng,3.9,14100,14718,131,120,607,3965,5917,4109,https://images.gr-assets.com/books/1408931400m/31268.jpg
6895,6895,555,6910,4,262228,20939,869,mystery,1300465,48,449003787,9780000000000.0,Sue Grafton,1999.0,"""O"" is for Outlaw","O is for Outlaw (Kinsey Millhone, #15)",eng,3.92,18715,20244,549,74,561,5686,8579,5344,https://images.gr-assets.com/books/1403183790m/262228.jpg
6897,6897,9066,6912,4,18282915,20939,306,mystery,25756827,26,345543084,9780000000000.0,"Janet Evanovich, Lee Goldberg",2014.0,The Chase,"The Chase (Fox and O'Hare, #2)",eng,3.93,14059,18185,1730,115,613,4701,7735,5021,https://images.gr-assets.com/books/1381528974m/18282915.jpg
6899,6899,829,6914,4,228220,29076,56,suspense,1088950,66,425132951,9780000000000.0,"Leigh Nichols, Dean Koontz",1982.0,The House of Thunder,The House of Thunder,eng,3.78,14618,15519,417,290,1174,4623,5032,4400,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6901,6901,264,6916,3,18869970,20939,451,mystery,623258,130,316252964,9780000000000.0,Daphne du Maurier,1951.0,My Cousin Rachel,My Cousin Rachel,eng,3.92,9557,20819,2163,235,933,4818,9007,5826,https://images.gr-assets.com/books/1386609405m/18869970.jpg
6908,6908,2464,6923,4,213975,20939,736,mystery,2501537,56,749934360,9780000000000.0,"J.D. Robb, Susan Ericksen",2000.0,Witness in Death,"Witness in Death (In Death, #10)",eng,4.3,19178,22479,693,55,284,3167,8399,10574,https://images.gr-assets.com/books/1368396677m/213975.jpg
6918,6918,13427,6933,3,15755201,20939,347,mystery,21451913,41,399161481,9780000000000.0,Robert Crais,2013.0,Suspect,"Suspect (Scott James & Maggie, #1)",eng,4.14,14501,16993,2222,168,458,2735,7120,6512,https://images.gr-assets.com/books/1345131356m/15755201.jpg
6921,6921,16759,6936,5,13093001,20939,184,mystery,18154368,25,399157689,9780000000000.0,John Sandford,2012.0,Stolen Prey,"Stolen Prey (Lucas Davenport, #22)",eng,4.17,13426,16316,1016,97,322,2664,6887,6346,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6925,6925,29698,6940,4,24937499,20939,139,mystery,44594236,11,,,Robert Dugoni,2015.0,,"Her Final Breath (Tracy Crosswhite, #2)",eng,4.27,17504,17819,945,101,303,2186,7401,7828,https://images.gr-assets.com/books/1430746517m/24937499.jpg
6931,6931,2973,6946,4,7636774,20939,320,mystery,13896199,29,61706558,9780000000000.0,Laura Lippman,2010.0,I'd Know You Anywhere,I'd Know You Anywhere,en-US,3.47,15337,17587,2055,329,1759,6903,6453,2143,https://images.gr-assets.com/books/1277582483m/7636774.jpg
6940,6940,4551,6955,4,2336803,30358,153,suspense,3055130,29,141654383X,9780000000000.0,Brad Thor,2008.0,The Last Patriot,"The Last Patriot (Scot Harvath, #7)",eng,4.16,12264,14106,669,132,390,2304,5567,5713,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6947,6947,19390,6962,5,27213121,30358,123,suspense,47255119,53,006232022X,9780000000000.0,Daniel Silva,2016.0,The Black Widow,"The Black Widow (Gabriel Allon, #16)",eng,4.34,8822,16975,1608,163,364,1722,6044,8682,https://images.gr-assets.com/books/1460313822m/27213121.jpg
6950,6950,10827,6965,4,25316313,20939,87,mystery,41421218,7,,,Loreth Anne White,2015.0,,A Dark Lure,en-US,4.14,12579,12655,1117,186,484,2060,4588,5337,https://images.gr-assets.com/books/1430780443m/25316313.jpg
6972,6972,1544,6987,4,40482,20939,174,mystery,1238407,65,067155302X,9780000000000.0,Tess Gerritsen,1996.0,Harvest ,Harvest,eng,4.09,14274,15904,581,84,463,3246,6280,5831,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6977,6977,6773,6992,4,7853137,20939,340,mystery,10980742,80,307588920,9780000000000.0,John Verdon,2010.0,Think of a Number,"Think of a Number (Dave Gurney, #1)",eng,3.83,11877,17642,1837,304,1106,4490,7171,4571,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6991,6991,46,7006,5,16335,20939,1314,mystery,1748,212,1579126952,9780000000000.0,Agatha Christie,1928.0,The Mystery of the Blue Train,"The Mystery of the Blue Train (Hercule Poirot, #6)",eng,3.77,17011,21095,1032,142,1142,6739,8463,4609,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6992,6992,16979,7007,5,10808006,20939,122,mystery,15721497,45,316097403,9780000000000.0,"James Patterson, Maxine Paetro",2011.0,Private:  #1 Suspect,"Private #1 Suspect (Private, #2)",eng,3.95,13428,16409,967,161,684,3993,6623,4948,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7001,7001,6377,7017,4,6574542,20939,217,mystery,6767675,38,399156135,9780000000000.0,Robert Crais,2010.0,The First Rule,"The First Rule (Elvis Cole, #13; Joe Pike, #2)",en-US,4.2,14169,15610,808,65,279,2426,6481,6359,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7007,7007,2931,7023,4,381489,20939,87,mystery,2764,25,1416918736,9780000000000.0,Kate Brian,2006.0,Private,"Private (Private, #1)",eng,3.81,16556,17054,978,765,1530,3890,4932,5937,https://images.gr-assets.com/books/1331126301m/381489.jpg
7024,7024,33140,7040,5,15793165,20939,91,mystery,21515129,14,1250010071,9780000000000.0,Lisa Scottoline,2013.0,,Don't Go,eng,3.72,13056,14965,1731,357,1243,4224,5539,3602,https://images.gr-assets.com/books/1368362941m/15793165.jpg
7025,7025,2464,7041,4,268598,20939,739,mystery,260380,57,749934182,9780000000000.0,"J.D. Robb, Susan Ericksen",1999.0,Loyalty in Death,"Loyalty in Death (In Death, #9)",en-GB,4.3,19219,22372,690,37,256,3122,8505,10452,https://images.gr-assets.com/books/1458243301m/268598.jpg
7026,7026,1180,7042,3,262229,20939,872,mystery,1300476,51,739429337,9780000000000.0,Sue Grafton,2002.0,"""Q"" is for Quarry","Q is for Quarry (Kinsey Millhone, #17)",eng,3.91,17505,19290,704,106,594,5323,8167,5100,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
